rotation	id	translation	layers	rA	rB	vertices	edges	cross_edges	status	seconds
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4242127397837872	2491	13821	86	timeout	180.007
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.369637260582887	2443	13389	86	UNSAT	201.363
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.369637260582887	2443	13389	86	UNSAT	205.724
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4	2443	13389	86	UNSAT	207.682
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.4	2443	13389	86	UNSAT	224.172
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.3	2389	12909	86	UNSAT	182.322
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.3592366598258576	2425	13185	86	UNSAT	186.465
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.3	2389	12909	86	UNSAT	195.788
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.3592366598258576	2425	13185	86	UNSAT	204.048
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.2909944487358056	2389	12909	86	UNSAT	182.799
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.2909944487358056	2389	12909	86	UNSAT	194.141
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.2585457813357435	2281	12116	86	timeout	300.002
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.2585457813357435	2281	12116	86	timeout	300.002
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.2868957241724859	2353	12584	86	timeout	300.002
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.2758207855067207	2329	12464	86	timeout	300.003
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.2585457813357435	2281	12116	86	timeout	600.003
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.2585457813357435	2281	12116	86	timeout	600.002
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.2145958069026666	2233	11714	86	SAT	81.220
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.2145958069026666	2233	11714	86	SAT	199.203
w[15]	w_15_e201c77f6560	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.2420035798030784	2269	12044	86	timeout	300.003
w[15]	w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.2420035798030784	2269	12044	86	timeout	300.002
w[15]~	mirror_w_15_3e07397d03c4	((Fraction(7, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1), Fraction(-1, 6), Fraction(0, 1), Fraction(0, 1)), (Fraction(0, 1), Fraction(1, 6), Fraction(0, 1), Fraction(-1, 8), Fraction(0, 1), Fraction(0, 1), Fraction(0, 1)))	3	1.46	1.3	2389	12909	86	UNSAT	212.7
